No,Brand,Nomor Permohonan,Tahun Permohonan,Status,Kode Kelas,Deskripsi Kelas
477,LINOVEN,D002008019409,2008,Didaftar,5,"Berupa sediaan farmasi, alkaloid untuk keperluan medis, asam amino untuk keperluan farmasi, obat bius, analgesic obat penghilang nyeri, tho obat asma, sediaan bakteri untuk kegunaan medis & kedokteran hewan, sediaan biologi untuk keperluan medis, darah untuk keperluan medis, plasma darah, kapsul untuk keperluan farmasi, pil atau tablet wangi untuk keperluan farmasi, kapsul untuk obat-obatan, sediaan kimia untuk keperluan medis & farmasi, hematogen, hemoglobin, hormon untuk keperluan obat-obatan, infus pengobatan serum-serum, sediaan-sediaan vitamin, sulfonamide (obat-obatan),obat untuk kontrasepsi"
478,VELLMATRIP,D002008019410,2008,Didaftar,5,"Berupa sediaan farmasi,alkaloid untuk keperluan medis, asam amino untuk keperluan farmasi,obat bius,analgesic obat penghilang nyeri,tho obat asma,sediaan bakteri untuk kegunaan medis dan kedokteran hewan,sediaan biologi untuk keperluan medis,darah untuk keperluan medis,plasma darah,kapsul untuk keperluan farmasi,pil atau tablet wangi untuk keperluan farmasi,kapsul untuk obat-obatan,sediaan kimia untuk keperluan medis dan farmasi, hematogen, hemoglobin, hormon untuk keperluan obat-obatan, infuse pengobatan serum-serum,sediaan-sediaan vitamin,sulfonamide (obat-obatan),obat untuk kontrasepsi"
479,MATA,D002008019419,2008,Didaftar,4,"bahan-bahan bakar (termasuk minyak untuk motor), bensin, benzena, briket (batubara), gas bakar, spirtus, alcohol, arang (bahan bakar), bahan bakar penerangan, batubara, dan bahan-bahan penerangan, bahan-bahan pelumur, gemuk pelumas, gemuk untuk kulit, grafit pelumas, vaselin untuk keperluan industri, lilin-lilin, lilin carnuba,lilin penerangan, lilin untuk industri, lilin penggosok (wax), lemak lilin, malam, malam (bahan mentah), parafin, minyak dan lemak-lemak bahan pembuat lilin (palm wax), Minyak-minyak dan lemak - lemak untuk industri (selain minyak dan lemak yang dapat dimakan dan minyak sari), minyak tanah, minyak ter, minyak cat, minyak pelumas, pelumas untuk kulit, minyak tekstil, sumbu-sumbu, alat penyala api (tidak termasuk ===in), bahan tambahan pada bahan bakar motor (non kimiawi), zat-zat untuk mengikat debu, pelapis anti lengket (teflon)"
480,MTHEATER+ LOGO,D002008019422,2008,Didaftar,9,"Antene TV/radio, antene parabola, Audio -video, Receiver, kabel-kabel , kabel audio, kabel listrik, radio compo, mini compo, walkman , televisi, video, tape recorder/deck, microphone, laser disc, compact disc, VCD/DVD karaoke, video game, cassette video/tape, MP3,MP4, I-pod, amplifier, loudspeakers, sound system, ballast, anti kontak listrik, telephone, mesin faximile, mesin teleks, hand phone, handie talkie, intercom, pesawat-pesawat otomatis yang bekerja dengan memasukkan uang atau kepingan logam kedalamnya, pesawat dan instrument ilmu pengetahuan, pelayaran, geodesi dan listrik, fotografi, kinematografi, kamera dan perlengkapannya, mesin hitung, kalkulator, timbang ukur, timbangan, kas register, pesawat pemadam api, alat pendeteksi asap, batu baterai, accu kering/basah, optik, lensa kontak, slide, mikroskop, topi helm, setrika listrik, raket nyamuk elektrik, mesin tik, teleskop, kacamata, bel pintu (Iistrik),sekering listrik, mesin fotocopy, perkakas pengelasan listrik : pengelasan busur listrik : tang las, trafo las, trafo cas, obor-obor pengelasan listrik, perkakas-perkakas pengelasan busur listrik dengan perlindungan gas, perkakas untuk memotong dengan tenaga listrik, obor pemotong listrik, elektroda pengelasan, kawat-kawat elektroda pengelasan, kapasitor, katoda, anoda, pickup, speedometer, ampere meter, volta meter, degausing coil, slow start inverator, kit-kit elektronik, AV selecter, alat-alat pengukur, kompas, penunjuk arah, sinyal , alarm, sirene, penangkal petir, raket nyamuk, lampu pembasmi serangga radar, stabilizer, sekering, stop kontak, step up dan step down untuk listrik, fitting-fitting, fitting-fitting elektronik, saklar, trafo, transformator, adaptor, booster (penguat frekuensi), aparat untuk merekam/mendirim atau memproduksi suara/gambar, relai - relai listrik, peralatan keselamatan pekerja yaitu: helm, komputer beserta perlengkapannya yaitu : monitor, keyboard, printer, CPU, modem, disket, mouse, kasing komputer, USB dan suku cadang komputer, program-program komputer, program komputer game, pengolahan data, alat pengeras suara untuk komputer, speaker, layar peraga datar, proyektor photo, proyektor slide, panel LCD, panel peraga plasma, LCD Monitor, peralatan analog dan digital yang mana dapat menerima dan memproses sinyal dari sumber komputer dan video untuk out put ke monitor dan peraga lainnya, hard drive, komputer yang dapat dibawa-bawa ,PDA (bantuan digital pribadi),scanner, segala macam accesoris hand phone antara lain: baterei telepon genggam (mobile phone battery),head set/earphone untuk telepon genggam (mobile phone headset)charger telepon genggam ( mobile phone charger) kotak/wadah-wadah telepon genggam (mobile phone case), sarung hand phone, kesing/casing (mobile phone casing), antenna telepon (mobile phone antenna), antenna external, handfree telepon genggam (mobile phone handfree), tali hand phone, anti gores/pelindung kaca, holder hand phone, anti radiasi lampu, earphone tanpa kabel"
481,CAMOS + LOGO,D002008019423,2008,Didaftar,9,"Antene TV/radio, antene parabola, Audio -video, Receiver, kabel-kabel , kabel audio, kabel listrik, radio compo, mini compo, walkman , televisi, video, tape recorder/deck, microphone, laser disc, compact disc, VCD/DVD karaoke, video game, cassette video/tape, MP3,MP4, I-pod, amplifier, loudspeakers, sound system, ballast, anti kontak listrik, telephone, mesin faximile, mesin teleks, hand phone, handie talkie, intercom, pesawat- pesawat otomatis yang bekerja dengan memasukkan uang atau kepingan logam kedalamnya, pesawat dan instrument ilmu pengetahuan, pelayaran,geodesi dan listrik, fotografi, kinematografi, kamera dan perlengkapannya, mesin hitung, kalkulator,timbangan ukur, timbangan, kas register, pesawat pemadam api, alat pendeteksi asap, batu baterai, accu kering/basah, optik, lensa kontak, slide, mikroskop, topi helm, setrika listrik, raket nyamuk elektrik, teleskop, kacamata, berpengeras suara untuk komputer, speaker, layar peraga datar, proyektor Photo, proyektor slide, panel LCD, panel peraga plasma, LCD Monitor, peralatan analog dan digital yang mana dapat menerima dan memproses sinyal dari sumber komputer dan video untuk out put ke monitor dan peraga lainnya, hard drive, komputer yang dapat dibawa-bawa ,PDA (bantuan digital pribadi),scanner, segala macam accesoris hand phone antara lain: baterei telepon genggam (mobile phone battery),head set/earphone untuk telepon genggam (mobile phone headset) charger telepon genggam ( mobile phone charger) kotak/wadah-wadah telepon genggam (mobile phone case), sarung hand phone, kesing/casing (mobile Perkakas pengelasan listrik : pengelasan busur listrik : tang las, trafo las, trafo cas, obor-obor pengelasan listrik, perkakas- perkakas pengelasan busur listrik dengan perlindungan gas, perkakas untuk memotong dengan tenaga listrik, obor pemotong listrik, elektroda pengelasan, kawat-kawat elektroda pengelasan, kapasitor, katoda, anoda, pickup, speedometer, ampere meter, volta meter, degausing coil, slow start inverator, kit-kit elektronik, AV selecter, alat-alat pengukur, kompas, penunjuk arah, sinyal , alarm, sirene, penangkal petir, raket nyamuk, lampu pembasmi serangga radar, stabilizer, sekering, stop kontak, step up dan step down untuk listrik, fitting-fitting, fitting-fitting elektronik, saklar, trafo, transformator, adaptor, booster (penguat frekuensi), aparat untuk merekam/mengirim atau memproduksi suara/gambar, relai - relai listrik, peralatan keselamatan pekerja yaitu: helm, Komputer beserta perlengkapannya yaitu : monitor, keyboard, printer, CPU, modem, disket, mouse, kasing komputer, USB dan suku cadang komputer, program-program komputer, program komputer game, pengolahan data, alat  phone casing), antenna telepon (mobile phone antenna), antenna external, handfree telepon genggam (mobile phone handfree), tali hand phone, anti  gores/pelindung kaca, holder hand phone, anti radiasi lampu, earphone tanpa kabel"
482,PUSAN JELLYKING,D002008019425,2008,Didaftar,30,Permen
483,PUSAN MUHLEN-HAUS,D002008019426,2008,Didaftar,30,Coklat
484,DISNEY PIXAR UP,D002008019429,2008,Didaftar,9,"aksesoris telepon selular, alat dengar kuping (headphones), alat-alat telekomunikasi untuk mengirim pesan instan yang dapat dipindah-pindahkan, baju untuk menyelam, dan semua jenis barang di===, film sinematografi, jaket penyelamat, kacamata, kacamata untuk olahraga, kamera digital, kamera sinematografi, lensa kacamata, lensa kontak, magnet dekoratif, masker untuk menyelam, mistar, papan iklan neon (neon signs), pelampung penyelamat, pelampung untuk mandi dan berenang, peralatan dan perlengkapan penyelamatan, peralatan dan perlengkapan untuk fotografi, peralatan dan perlengkapan untuk sinematografi, peralatan untuk menyelam, perangkat elektronik untuk keperluan pribadi, perlengkapan elektronik, rantai kacamata, sarung tangan untuk penyelam, sistem pelokasian global (global positioning system - GPS), sumbat kuping, sumbat kuping untuk penyelam, Telepon selular, telepon tanpa kabel, tempat alas untuk telepon selular, tempat data magnetik, tempat kacamata, tempat untuk menyimpan telepon selular, wadah atau tempat untuk lensa kontak"
485,WORKFORCE,D002008018650,2008,Didaftar,9,"camera digital, kas register, mesin hitung, alat pemroses data, Komputer-komputer, perangkat lunak komputer, printer komputer, printer digital, printer tinta jet, printer multi fungsi yang menggabungkan kemampuan proses copy (salinan) dan/atau scan (pindai) dan/atau fax (faksimili), printer kode seri (bar-code), mesin-mesin fotokopi, pemindai gambar, proyektor digital, display proyektor crystal cair, display crystal cair, modem, display monitor, unit memori, drive disket, monitor, alat penyimpan magnetic, pembawa data magnetik, cakram rekaman, perkakas untuk merekam, mengirim atau mereproduksi gambar atau suara, pesawat dan perkakas ilmu pengetahuan, pelayaran, penelitian, potret, kinematografi, optik, timbang, ukur, sinyal, pengawasan (pemeriksaan), pertolongan dan pendidikan, pesawat dan perkakas untuk melaksanakan, menukar, merubah, mengakumulasi, mengatur dan mengontrol listrik, pesawat pemadam api, pesawat penggerak otomatis yang bekerja dengan memasukkan uang logam ke dalamnya, publikasi yang dapat diunduh secara elektronik"
486,MICROLIFE,D002008018653,2008,Didaftar,10,"Perkakas dan pesawat pembedahan, pengobatan, kedokteran, kedokteran gigi dan kedokteran hewan, lengan, mata dan gigi palsu, barang-barang ortopedi, bahan-bahan benang bedah"
487,QUADROCLAD,D002008018668,2008,Didaftar,6,"alat untuk mengganjal dan menggantung terbuat dari logam untuk langit-langit, penutup-penutup, pelapis dinding, penutup-penutup bagian depan gedung dan penutup/pelapis untuk langit-langit, Bahan-bahan bangunan dari logam, lapis dinding, penutup-penutup bagian depan gedung, penutup/pelapis untuk langit-langit, penutup-penutup, langit-langit, semua barang tersebut yang bagian inti atau keseluruhannya terbuat dari logam, panil-panil bangunan dari logam, rangka bakar dari logam"
488,QUADROCLAD,D002008018669,2008,Didaftar,19,"alat untuk mengganjal dan menggantung terbuat dari logam untuk langit-langit, penutup-penutup, pelapis dinding, penutup-penutup bagian depan gedung dan penutup/pelapis untuk langit-langit, Bahan-bahan bangunan dari logam, lapis dinding, penutup-penutup bagian depan gedung, penutup/pelapis untuk langit-langit, penutup-penutup, langit-langit, semua barang tersebut yang bagian inti atau keseluruhannya terbuat dari logam, panil-panil bangunan dari logam, rangka bakar dari logam"
489,MEDILA,D002008018670,2008,Didaftar,7,"instalasi untuk mencuci kendaraan dan instalasi untuk mengeringkan kendaraan, khususnya yang terdiri dari mesin-mesin pencuci kendaraan dan mesin-mesin pengering kendaraan, mesin-mesin dan mesin-mesin perkakas yaitu: mesin serut (ketam)/serutan mesin, mesin bor, mesin gerinda, mesin gergaji (gergaji bulat, gergaji band (band saw), mesin pompa air, mesin pompa udara (kompresor), mesin pemotong kayu, mesin gergaji pemotong kayu, mesin pengasah mata pisau, mesin pemotong listrik, bor listrik, buldoser, mesin pemotong listrik, vacuum cleaner, mesin pengisap debu, mesin cuci, mesin cuci piring, mesin jahit, mesin obras, mesin pelubang kancing, gunting listrik, gergaji listrik, pompa listrik, pompa air listrik, blender, mixer, juicer, mesin pemarut buah-buahan dan sayur-sayuran, karburator, kompresor, bor listrik, dinamo-dinamo, lift, eskalator, tali kipas, tali motor mesin jahit yang terbuat dari kulit untuk mesin, peralatan irigasi, alat-alat besar untuk pertanian, motor-motor (kecuali untuk kendaraan-kendaraan), kopling-kopling dan komponen-komponen transmisi, busi, ban-ban untuk mesin, alat pengeram, mesin penyemprot cat, mesin pemangkat dan pencukur bulu, pembuka kaleng dari listrik, bajak-bajak, mata bajak, meja putar untuk membuat keramik, mesin cetak, mesin bubut, alat-alat pembersih yang menggunakan uap, mesin seterika uap, mesin pelicin, mesin uap, pompa air listrik beserta perlengkapannya dan suku cadangnya (spare parts), mesin-mesin untuk industri dan rumah tangga, klep-klep, Mesin-mesin dan mesin-mesin perkakas, motor-motor (kecuali untuk kendaraan-kendaraan), kopeling-kopeling dan ban-ban mesin, alat-alat besar untuk pertanian, alat pengeram, blok bantalan penyangga untuk mesin, landas poros (bagian-bagian mesin, cincin peluru untuk blok-blok bantalan, blok bantalan untuk poros transmisi, tali dinamo, sabuk mesin, sabuk untuk motor dan mesin, tali kipas untuk motor dan mesin, filter (suku cadang mesin), alat penyala untuk motor pembakar dalam, magnet penyala, magnet penyala untuk motor mesin, alat pengangkat (mesin), sambungan (bagian mesin), kopeling silang (kopeling gardan), bantalan golong, busi penyala untuk motor pembakaran dalam, mesin untuk kapal, motor untuk kapal, dinamo-dinamo, mesin-mesin pencuci kendaraan, mesin-mesin pengering kendaraan, pompa-pompa untuk menyalurkan air, -untuk industri, -untuk minyak sebagai bahan bakar, -untuk alat-alat hydraulik dan kompresor-kompresor udara, saringan-saringan (bahagian-bahagian dari mesin-mesin dan motor-motor) aat-alat penjemih untuk kondensasi serta alat-alat penjemih otomatis tabung-tabung dan botol-botol sistim-sistim penjernih air, motor-motor listrik, mesin pompa pasir listrik"
490,MEDILA,D002008018671,2008,Didaftar,9,"computer disc, disk dan pita kaset audio dan video, mesin otomat dan mekanisme untuk aparat yang bekerja dengan memasukkan uang logam ke dalamnya, Mesin penjual, mainan video, video compact disc / VCD, pembawa data yang telah diprogram dalam bentuk tabung yang berisi jarum yang berfungsi  menggerakkan ROM, kaset, tape disk magnet atau disk optikal dan dicetak dalam papan sirkuit, mainan otomatis selain dari yang dijalankan dengan (uang) logam serta yang disesuaikan untuk dipakai hanya dengan penerima televisi, perangkat lunak mainan video untuk mesin hiburan secara elektrik dengan layar, cairan kristal, mesin otomat yang bekerja dengan memasukkan uang logam ke dalamnya, film-film bioskop yang diekspose, piringan hitam, disk audio yang belum direkam, pita audio yang belum direkam atau pita-pita video, bagian-bagian dan penyesuai untuk semua barang yang dinyatakan sebelumnya, pembawa data mesin cepat, peralatan pengolahan data dan komputer, tape recorder, amplifier, speaker, equalizer, tuner/radio, compact-disc player, VCD palyer, DVD player, laser disc player, kabel audio, microphone, pesawat telepon, pesawat televisi, diskette, alat-alat potret, alat-alat optik, pesawat penggerak otomatis, mesin-mesin bicara, kas register, batu battery, pesawat video, antena parabola, booster, ballast, trafo, disk optik, bel pintu listrik, mesin teleks, audio mixer, professional power amplifier, sound processor (compressor limited, active croosover, professional equalizer, echo, delay), professional speaker system (untuk band, untuk lapangan, untuk studio), perangkat lunak komputer, perangkat lunak komputer dan publikasi secara elektronik yang diberikan online dari data base atau dari fasilitas yang disediakan dalam internet, aparat untuk merekam, mengirim, mengolah dan mereproduksi suara, gambar atau data, pesawat komputer, aparat dan instrumen pengajaran dan pendidikan"
491,MEDILA,D002008018674,2008,Didaftar,20,"benda-benda (yang tidak termasuk dalam ===in) dari kayu, -gabus, -rumput, -bambu, -rotan, -tanduk, -tulang, -gading, -tulang ikan paus, -kerang, -amber, -kulit mutiara, -selloid dan dari bahan-bahan penggantinya, atau dari plastik, furniture yaitu: kursi, meja, tempat tidur, kantong tidur untuk berkemah, sofa, bangku (perabot), lemari, dipan-dipan, meja rias, kursi malas, cermin, boks bayi, rak piring, rak untuk TV, rak sepatu, rak buku, almari, sofa, meja makan, meja belajar, almari pakaian, bingkai cermin, bingkai gambar, kaca-kaca, bangku, engsel bukan dari logam, gantungan baju, keranjang bukan dari logam, bufet, almari pajangan, kaca toilet, rak-rak, kursi bersandar lengan, kursi geladak, kursi penata rambut, lemari kartu indeks, lemari obat-obatan, lernari berlaci, lemari arsip, lemari kaca panjang, meja juru gambar, mimbar, meja ketik, meja cuci muka, rak piring, rak tempat majalah, rak dorong, temp at tidur rumah sakit, kasur jerami, kasur berpegas, kasur­kasur, keranjang untuk mancing, keranjang tempat ikan, keranjang bukan dari logam, keranjang dengan tutup, kulit tiram, kulit kerang, kulit kura-kura, kulit mutiara, gading, tanduk-tanduk, tulang-tulang, tanduk-tanduk binatang, burung-burung yang diawetkan, binatang yang diisi kapuk bahan isian lainnya, cakar binatang, rotan-rotan, tulang ikan paus be1um dikerjakan atau setengah dikerjakan, gantungan jas, gantungan baju, tempat menggantungkan kostum, kapstok-kapstok untuk pakaian dari besi, jemuran pakaian dari besi, jepitan pipa atau kabel dari plastik, katup pipa air dari plastik, bingkai photo, patung kayu, rak (temp at) koran/majalah, binatang yang diisi kapuk atau bahan isian lain, karya seni dari kayu, lilin gips atau plastik, tirai bambu, burung­burung yang diawetkan, hiasan dinding dari benda pipih bertuliskan bukan dari tekstil (perabot), barang anyaman, bantal berper, bantallatex, bantal perlatex, bantal perbusa, bantal air, bantal dacron, bantal dacron bulat, guling roll ball, guling berper, guling latex, guling perlatex, guling perbusa, guling air, guling dacron, bantal dacron terdiri dari dacron hollowfiel, roll ball (bulat­bulat), kasur berper, kasur air, kasur latex, kasur perlatex, kasur perberbusa, kasur air, kasur dacron/amllowfiel, kasur dacron berper, kasur dacron roll ball berper, Tempat-tempat dari gabus, segala macam bantal, bantal guling, kasur, perabot rumah, kaca, bingkai"
492,MEDILA,D002008018675,2008,Didaftar,21,"bahan-bahan untuk pembuatan sikat, Cangkir, gelas, piring, mangkuk, sikat gigi, alat pemanas botol susu bayi bukan listrik, tempat bedak bukan dari logam, tempat mandi bayi (dapat dipindah-pindah), tempat sabun, botol gelas (wadah), pemeras buah bukan dari listrik untuk keperluan rumah tangga, perkakas-perkakas kecil dan wadah-wadah kecil yang dapat dibawa-bawa untuk rumah tangga dan dapur (bukan dari logam mulia atau bukan dari sepuhan logam mulia), gelas-gelas, porselin-porselin dari barang-barang tembikar, wadah (bukan listrik) pendingin yang dapat dipindah-pindahkan, kulit­kulit besi untuk menggosok, perkakas-perkakas dan alat-alat untuk membersihkan, sikat-sikat (kecuali pensil-pensil), sisir-sisir dan bunga-bunga karang, wadah pendingin (tempat es), wadah pendingin untuk makanan yang mengandung cairan pertukangan, kalor untuk keperluan rumah tangga, alat peregam kemeja, -pakaian, dan alat peregam sarung tangan, botol air minum para pelancong, botol balon, botol besar dari kacalwadah, botol besar dibalut anyaman sebagai pelindung, botol-botol, botol-botol lem, botol-botol pendingin, botol bukan dari logam mulia, botol gelas, isolasi, kocok, botollada bukan dari logam mulia, botol obat kecil dari gelas, botol pelples, botol vakum, bulu babi, bulu ayam, bulu binatang yang kaku dan pendek, cangkir, tatak gelas, tutup gelas, mu gelas gir, cetakan kue, cetakan kue bopel bukan listrik, cetakan (peralatan dapur), cetakan masakan, cincin unggas, cincin burung, kaca belum dikerjakan atau setengah dikerjakan, kaca bubuk untuk dekorasi, kaca hablur, lempengan, opal, susu, serupa opal, dan kaca untuk jendela kendaraan, kaca untuk menggabungkan konduktor listrik halus, kulit halus untuk pembersih, kulit kambing yang lembut untuk keperluan pembersih, kulit kambing gunung untuk pembersih, kotak dari logam untuk penyaluran serbet kertas, kotak dari logam pembagi serbet kertas, kotak dari gelas, kotak gula bukan dari logam mulia, kotak untuk manisan bukan dari logam mulia, lap penghapus debu pada perabot, lap diresapi dengan deterjen untuk pembersih, pembersih hewan, ternak, panci bergagang, panci bertekanan uap, panci keramik bertangkai, panci dari timah, piring bukan dari logam mulia, piring kue,- hiasan, makan, mentega, sayur, saringan bukan dari logam, saringan kopi, teh, rumah tangga, sikat-sikat, sikat cukur, kuku, penggosok, alas kaki, hewan, tangki dan peti kemas, perkakas/wadah-wadah untuk rumah tanggaldapur dari plastik, kayu, baja, kaca, seperti sisir-sisir, sisir rambut, sikat baju, sikat sepatu, sikat mobil, sikat gigi, sikat botol, sikat pembersih langit-Iangit, sikat kamar mandi, sikat kloset, sikat lantai, sikat bulu untuk binatang, sikat untuk pembersih kaca, sikat badan, sikat bulu mata, bahan pembuat sikat, ember plastik, tempat/wadah sayur, tempat/wadah buah, kotak makanan, sapu lantai, sapu dinding, kemoceng, kain lap, lap pel, panci baja, panci aluminium, wajan-wajan aluminium, sumpit, piring makan, piring kue, mangkok, gelas kaca, gelas keramik, gelas plastik, teko keramik, teko plastik, nampan, cangkir, tatakan gelas, penggorengan, pencapit, wadah air panas, wadah air dingin, benda-benda untuk membersihkan wol, gelas-gelas, porselin dan pecah belah dari tembikar, tempat sikat gigi, sikat-sikat, kaitan untuk menarik kancing-kancing kecil melalui lubang kancing, ember, cincin tempat serbet, bukan dari logam mulia, nosel slang pemercik air, tempat sampah, toples,6askom, gayung, tempat sabun, sapu-sapu, tempat sisir, rak baju untuk jemuran, perentang baju, gelas, mangkok, teko, sisir, rak pengering untuk cucian, alat penahan bunga dari tanaman (merangkai bunga), botol isolasi, termos-termos, penggorengan, nampan, teko/poci, celengan, piring, tatakan gelas, tutup gelas, panci, rantang, muk, tempat buah, tempat tusuk gigi, vas bunga, pot kembang, tempat tissue, tempat lilin, sumpit, bakilnampan, tatakan kaki tiga (alat meja makan), tong sampah, patung porselin, botol-botol, toples, tempat roti, sapu, ember, gayung, pencabut tutup botol, penutup makanan, wadah botol kecil, talam, sikat, penggorengan, talenan, tempat sabun, otomat air sabun, bak air minum, bejana air minum, tembikar, kain lap penghapus debu, piring hiasan, ember, ember mandi bayi, bulu ayam (kemoceng), palung makanan untuk hewan, alas seterikaan, pot-pot, pemeras buah, sarong tangan untuk menggosok, sarung tangan untuk memasak, cetakan es batu, temp at es berbentuk ember, perangkap serangga, papan seterikaan, ceret, alat pengaduk untuk dapur, alat pengepel, sikat kuku, cincin tempat serbet, sangkar burung, keranjang piknik, celengan, sendok sepatu, sikat sepatu, cengkal sepatu, ayakan, saringan untuk keperluan dapur, kotak sabun, perasan jeruk, patung-patung dari porselen, muk,"
493,DIMELA,D002008018677,2008,Didaftar,7,"instalasi untuk mencuci kendaraan dan instalasi untuk mengeringkan kendaraan, khususnya yang terdiri dari mesin-mesin pencuci kendaraan dan mesin-mesin pengering kendaraan, mesin-mesin dan mesin-mesin perkakas yaitu: mesin serut (ketam)/serutan mesin, mesin bor, mesin gerinda, mesin gergaji (gergaji bulat, gergaji band (band saw), mesin pompa air, mesin pompa udara (kompresor), mesin pemotong kayu, mesin gergaji pemotong kayu, mesin pengasah mata pisau, mesin pemotong listrik, bor listrik, buldoser, mesin pemotong listrik, vacuum cleaner, mesin pengisap debu, mesin cuci, mesin cuci piring, mesin jahit, mesin obras, mesin pelubang kancing, gunting listrik, gergaji listrik, pompa listrik, pompa air listrik, blender, mixer, juicer, mesin pemarut buah-buahan dan sayur-sayuran, karburator, kompresor, bor listrik, dinamo-dinamo, lift, eskalator, tali kipas, tali motor mesin jahit yang terbuat dari kulit untuk mesin, peralatan irigasi, alat-alat besar untuk pertanian, motor-motor (kecuali untuk kendaraan-kendaraan), kopling-kopling dan komponen-komponen transmisi, busi, ban-ban untuk mesin, alat pengeram, mesin penyemprot cat, mesin pemangkat dan pencukur bulu, pembuka kaleng dari listrik, bajak-bajak, mata bajak, meja putar untuk membuat keramik, mesin cetak, mesin bubut, alat-alat pembersih yang menggunakan uap, mesin seterika uap, mesin pelicin, mesin uap, pompa air listrik beserta perlengkapannya dan suku cadangnya (spare parts), mesin-mesin untuk industri dan rumah tangga, klep-klep, Mesin-mesin dan mesin-mesin perkakas, motor-motor (kecuali untuk kendaraan-kendaraan), kopeling-kopeling dan ban-ban mesin, alat-alat besar untuk pertanian, alat pengeram, blok bantalan penyangga untuk mesin, landas poros (bagian-bagian mesin, cincin peluru untuk blok-blok bantalan, blok bantalan untuk poros transmisi, tali dinamo, sabuk mesin, sabuk untuk motor dan mesin, tali kipas untuk motor dan mesin, filter (suku cadang mesin), alat penyala untuk motor pembakar dalam, magnet penyala, magnet penyala untuk motor mesin, alat pengangkat (mesin), sambungan (bagian mesin), kopeling silang (kopeling gardan), bantalan golong, busi penyala untuk motor pembakaran dalam, mesin untuk kapal, motor untuk kapal, dinamo-dinamo, mesin-mesin pencuci kendaraan, mesin-mesin pengering kendaraan, pompa-pompa untuk menyalurkan air, -untuk industri, -untuk minyak sebagai bahan bakar, -untuk alat-alat hydraulik dan kompresor-kompresor udara, saringan-saringan (bahagian-bahagian dari mesin-mesin dan motor-motor) aat-alat penjemih untuk kondensasi serta alat-alat penjemih otomatis tabung-tabung dan botol-botol sistim-sistim penjernih air, motor-motor listrik, mesin pompa pasir listrik"
494,DIMELA,D002008018678,2008,Didaftar,9,"computer disc, disk dan pita kaset audio dan video, mesin otomat dan mekanisme untuk aparat yang bekerja dengan memasukkan uang logam ke dalamnya, Mesin penjual, mainan video, video compact disc / VCD, pembawa data yang telah diprogram dalam bentuk tabung yang berisi jarum yang berfungsi menggerakkan ROM, kaset, tape disk magnet atau disk optikal dan dicetak dalam papan sirkuit, mainan otomatis selain dari yang dijalankan dengan (uang) logam serta yang disesuaikan untuk dipakai hanya dengan penerima televisi, perangkat lunak mainan video untuk mesin hiburan secara elektrik dengan layar, cairan kristal, mesin otomat yang bekerja dengan memasukkan uang logam ke dalamnya, film-film bioskop yang diekspose, piringan hitam, disk audio yang belum direkam, pita audio yang belum direkam atau pita-pita video, bagian-bagian dan penyesuai untuk semua barang yang dinyatakan sebelumnya, pembawa data mesin cepat, peralatan pengolahan data dan komputer, tape recorder, amplifier, speaker, equalizer, tuner/radio, compact-disc player, VCD palyer, DVD player, laser disc player, kabel audio, microphone, pesawat telepon, pesawat televisi, diskette, alat-alat potret, alat-alat optik, pesawat penggerak otomatis, mesin-mesin bicara, kas register, batu battery, pesawat video, antena parabola, booster, ballast, trafo, disk optik, bel pintu listrik, mesin teleks, audio mixer, professional power amplifier, sound processor (compressor limited, active croosover, professional equalizer, echo, delay), professional speaker system (untuk band, untuk lapangan, untuk studio), perangkat lunak komputer, perangkat lunak komputer dan publikasi secara elektronik yang diberikan online dari data base atau dari fasilitas yang disediakan dalam internet, aparat untuk merekam, mengirim, mengolah dan mereproduksi suara, gambar atau data, pesawat komputer, aparat dan instrumen pengajaran dan pendidikan"
